2025-07-22T17:10:56.666733Z  INFO dora_cli::command::daemon: Starting dataflow `dataflow.yml`
2025-07-22T17:10:56.667062Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-07-22T17:10:56.667070Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-07-22T17:10:56.667075Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-07-22T17:10:56.667080Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-07-22T17:10:56.667770Z  INFO zenoh::net::runtime: Using ZID: ae2b5a8c35e2ebe6b62a227e2fcda4f3
2025-07-22T17:10:56.668262Z  INFO zenoh::net::runtime::orchestrator: Zenoh can be reached at: tcp/[fe80::6cd9:92ff:fe20:2a36]:38447
2025-07-22T17:10:56.668272Z  INFO zenoh::net::runtime::orchestrator: Zenoh can be reached at: tcp/10.89.0.2:38447
2025-07-22T17:10:56.668293Z  INFO zenoh::net::runtime::orchestrator: zenohd listening scout messages on 224.0.0.224:7446
2025-08-04T09:38:27.918000Z  INFO dora_daemon::log:    tick 96, sending 0xc817fb1f31a07fe8 build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-node")
2025-08-04T09:38:27.919067Z  INFO dora_daemon::log:    sink received message: operator received random value 0xc817fb1f31a07fe8 after 10 ticks build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-sink")
2025-08-04T09:38:27.928035Z  INFO dora_daemon::log:    tick 97, sending 0xf906ed32df39d67 build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-node")
2025-08-04T09:38:27.929276Z  INFO dora_daemon::log:    sink received message: operator received random value 0xf906ed32df39d67 after 10 ticks build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-sink")
2025-08-04T09:38:27.938012Z  INFO dora_daemon::log:    tick 98, sending 0x7b1e0e85537767d5 build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-node")
2025-08-04T09:38:27.939174Z  INFO dora_daemon::log:    sink received message: operator received random value 0x7b1e0e85537767d5 after 10 ticks build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-sink")
2025-08-04T09:38:27.947902Z  INFO dora_daemon::log:    tick 99, sending 0xb5f20c5914b8861f build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-node")
2025-08-04T09:38:27.948799Z  INFO dora_daemon::log:    input `random` was closed build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-status-node")
2025-08-04T09:38:27.949228Z  INFO dora_daemon::log:    Input `message` was closed build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-sink")
2025-08-04T09:38:27.949368Z  INFO dora_daemon::log:    Event: Stop( build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("dora-record")
2025-08-04T09:38:27.950637Z  INFO dora_daemon::log:  build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-node")
2025-08-04T09:38:27.952319Z  INFO dora_daemon::log:    Received stop build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-sink")
2025-08-04T09:38:27.952326Z  INFO dora_daemon::log:    `random` input was closed -> exiting build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-status-node")
2025-08-04T09:38:27.952333Z  INFO dora_daemon::log:        AllInputsClosed, build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("dora-record")
2025-08-04T09:38:27.952655Z  INFO dora_daemon::log:  build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-node")
2025-08-04T09:38:27.954130Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 87f7566e-5901-4a84-8701-834196945357 }}: dora_daemon::log:    rust-node finished successfully build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-node") target="daemon"
2025-08-04T09:38:27.954975Z  INFO dora_daemon::log:  build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-sink")
2025-08-04T09:38:27.954981Z  INFO dora_daemon::log:  build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-status-node")
2025-08-04T09:38:27.954993Z  INFO dora_daemon::log:    ) build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("dora-record")
2025-08-04T09:38:27.956085Z  INFO dora_daemon::log:  build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-sink")
2025-08-04T09:38:27.956698Z  INFO dora_daemon::log:  build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-status-node")
2025-08-04T09:38:27.957347Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 87f7566e-5901-4a84-8701-834196945357 }}: dora_daemon::log:    rust-sink finished successfully build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-sink") target="daemon"
2025-08-04T09:38:27.958242Z  INFO dora_daemon::log:  build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("dora-record")
2025-08-04T09:38:27.958647Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 87f7566e-5901-4a84-8701-834196945357 }}: dora_daemon::log:    rust-status-node finished successfully build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("rust-status-node") target="daemon"
2025-08-04T09:38:27.959228Z  INFO dora_daemon::log:  build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("dora-record")
2025-08-04T09:38:27.959811Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 87f7566e-5901-4a84-8701-834196945357 }}: dora_daemon::log:    dora-record finished successfully build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=Some("dora-record") target="daemon"
2025-08-04T09:38:27.959849Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 87f7566e-5901-4a84-8701-834196945357 }}: dora_daemon::log:    dataflow finished on machine `87f7566e-5901-4a84-8701-834196945357` build_id=None dataflow_id=Some("01987472-5413-729a-b9ba-8647eb4b36f0") node_id=None target="daemon"
2025-08-04T09:38:27.959873Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 87f7566e-5901-4a84-8701-834196945357 }}: dora_daemon: exiting daemon because all required dataflows are finished
2025-08-04T09:38:27.959894Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 87f7566e-5901-4a84-8701-834196945357 }}: zenoh::api::session: close session zid=5f7597622a836d8c5587e6fcebe024ff
2025-08-04T09:59:50.176726Z  INFO dora_cli::command::daemon: Starting dataflow `dataflow.yml`
2025-08-04T09:59:50.177066Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-08-04T09:59:50.177074Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-08-04T09:59:50.177080Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-08-04T09:59:50.177085Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-08-04T09:59:50.177488Z  INFO zenoh::net::runtime: Using ZID: 5a1c2f7813b26faf2e0d3b70df7edc77
2025-08-04T09:59:50.177913Z  INFO zenoh::net::runtime::orchestrator: Zenoh can be reached at: tcp/[fe80::5486:ceff:fe29:32b0]:35981
2025-08-04T09:59:50.177933Z  INFO zenoh::net::runtime::orchestrator: Zenoh can be reached at: tcp/10.89.0.2:35981
2025-08-04T09:59:50.177951Z  INFO zenoh::net::runtime::orchestrator: zenohd listening scout messages on 224.0.0.224:7446
2025-08-04T09:59:50.678910Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: dora_daemon::log:    spawning build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("dora-record") target="daemon"
2025-08-04T09:59:50.679089Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: dora_daemon::log:    spawning build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("rust-node") target="daemon"
2025-08-04T09:59:50.679223Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: dora_daemon::log:    spawning build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("rust-sink") target="daemon"
2025-08-04T09:59:50.679365Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: dora_daemon::log:    spawning build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("rust-status-node") target="daemon"
2025-08-04T09:59:50.679613Z  WARN run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: dora_daemon::log:    node exited before initializing dora connection build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("dora-record") target="daemon::pending"
2025-08-04T09:59:50.679641Z  INFO dora_daemon::log:    spawning: /dora-examples/examples/rust-dataflow/node/target/release/rust-dataflow-example-node build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("rust-node") target="spawner"
2025-08-04T09:59:50.679914Z  INFO dora_daemon::log:    spawning: /dora-examples/examples/rust-dataflow/sink/target/release/rust-dataflow-example-sink build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("rust-sink") target="spawner"
2025-08-04T09:59:50.680077Z  INFO dora_daemon::log:    spawning: /dora-examples/examples/rust-dataflow/status-node/target/release/rust-dataflow-example-status-node build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("rust-status-node") target="spawner"
2025-08-04T09:59:50.680237Z  WARN run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: dora_daemon::log:    node exited before initializing dora connection build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("rust-node") target="daemon::pending"
2025-08-04T09:59:50.680271Z  WARN run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: dora_daemon::log:    node exited before initializing dora connection build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("rust-sink") target="daemon::pending"
2025-08-04T09:59:50.680291Z  WARN run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: dora_daemon::log:    node exited before initializing dora connection build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=Some("rust-status-node") target="daemon::pending"
2025-08-04T09:59:50.680339Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: dora_daemon::log:    dataflow finished on machine `dad8322f-9b83-4165-a623-e8c5a03583b2` build_id=None dataflow_id=Some("01987485-eaa1-71b2-a2f9-8991d832b9cb") node_id=None target="daemon"
2025-08-04T09:59:50.680373Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: dora_daemon: exiting daemon because all required dataflows are finished
2025-08-04T09:59:50.680423Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: dad8322f-9b83-4165-a623-e8c5a03583b2 }}: zenoh::api::session: close session zid=5a1c2f7813b26faf2e0d3b70df7edc77
2025-08-04T10:43:34.604712Z  INFO dora_cli::command::daemon: Starting dataflow `dataflow.yml`
2025-08-04T10:43:34.604996Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-08-04T10:43:34.605004Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-08-04T10:43:34.605009Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-08-04T10:43:34.605014Z  INFO dora_core::descriptor::validate: skipping path check for node with build command
2025-08-04T10:43:34.605392Z  INFO zenoh::net::runtime: Using ZID: 8d760390822cb0119e9d8284af98fbef
2025-08-04T10:43:34.605797Z  INFO zenoh::net::runtime::orchestrator: Zenoh can be reached at: tcp/[fe80::5486:ceff:fe29:32b0]:37907
2025-08-04T10:43:34.605807Z  INFO zenoh::net::runtime::orchestrator: Zenoh can be reached at: tcp/10.89.0.2:37907
2025-08-04T10:43:34.605824Z  INFO zenoh::net::runtime::orchestrator: zenohd listening scout messages on 224.0.0.224:7446
2025-08-04T10:43:35.107264Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 9113cc29-8300-47e3-9d1b-a8c1bb1721f6 }}: dora_daemon::log:    spawning build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("dora-record") target="daemon"
2025-08-04T10:43:35.107522Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 9113cc29-8300-47e3-9d1b-a8c1bb1721f6 }}: dora_daemon::log:    spawning build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node") target="daemon"
2025-08-04T10:43:35.107761Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 9113cc29-8300-47e3-9d1b-a8c1bb1721f6 }}: dora_daemon::log:    spawning build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink") target="daemon"
2025-08-04T10:43:35.107835Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 9113cc29-8300-47e3-9d1b-a8c1bb1721f6 }}: dora_daemon::log:    spawning build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-status-node") target="daemon"
2025-08-04T10:43:35.108011Z  INFO dora_daemon::log:    spawning: /dora/target/release/dora-record build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("dora-record") target="spawner"
2025-08-04T10:43:35.108229Z  INFO dora_daemon::log:    spawning: /dora-examples/examples/rust-dataflow/node/target/release/rust-dataflow-example-node build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node") target="spawner"
2025-08-04T10:43:35.108387Z  INFO dora_daemon::log:    spawning: /dora-examples/examples/rust-dataflow/sink/target/release/rust-dataflow-example-sink build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink") target="spawner"
2025-08-04T10:43:35.108518Z  INFO dora_daemon::log:    spawning: /dora-examples/examples/rust-dataflow/status-node/target/release/rust-dataflow-example-status-node build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-status-node") target="spawner"
2025-08-04T10:43:35.108629Z  INFO dora_daemon::log:    finished building nodes, spawning... build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=None target="dora daemon"
2025-08-04T10:43:35.110268Z  INFO dora_daemon::log:    hello build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-status-node")
2025-08-04T10:43:35.110325Z  INFO dora_daemon::log:    hello build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.110746Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 9113cc29-8300-47e3-9d1b-a8c1bb1721f6 }}: dora_daemon::log:    node is ready build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-status-node") target="daemon"
2025-08-04T10:43:35.110768Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 9113cc29-8300-47e3-9d1b-a8c1bb1721f6 }}: dora_daemon::log:    node is ready build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("dora-record") target="daemon"
2025-08-04T10:43:35.110777Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 9113cc29-8300-47e3-9d1b-a8c1bb1721f6 }}: dora_daemon::log:    node is ready build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node") target="daemon"
2025-08-04T10:43:35.110805Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 9113cc29-8300-47e3-9d1b-a8c1bb1721f6 }}: dora_daemon::log:    node is ready build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink") target="daemon"
2025-08-04T10:43:35.110823Z  INFO run_inner{[3mself.daemon_id[0m[2m=[0mDaemonId { machine_id: None, uuid: 9113cc29-8300-47e3-9d1b-a8c1bb1721f6 }}: dora_daemon::log:    all nodes are ready, starting dataflow build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=None target="daemon"
2025-08-04T10:43:35.119137Z  INFO dora_daemon::log:    tick 0, sending 0x7c24648cbe2b6860 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.121303Z  INFO dora_daemon::log:    sink received message: operator received random value 0x7c24648cbe2b6860 after 1 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.121767Z  INFO dora_daemon::log:    tick 1, sending 0x1905866201543e00 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.123004Z  INFO dora_daemon::log:    sink received message: operator received random value 0x1905866201543e00 after 1 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.131659Z  INFO dora_daemon::log:    tick 2, sending 0xdd1ac42fbbe3a41b build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.132844Z  INFO dora_daemon::log:    sink received message: operator received random value 0xdd1ac42fbbe3a41b after 1 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.142678Z  INFO dora_daemon::log:    tick 3, sending 0x9b9401ebe7a8c243 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.143872Z  INFO dora_daemon::log:    sink received message: operator received random value 0x9b9401ebe7a8c243 after 1 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.152579Z  INFO dora_daemon::log:    tick 4, sending 0x439e9da97d83fcc5 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.153675Z  INFO dora_daemon::log:    sink received message: operator received random value 0x439e9da97d83fcc5 after 1 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.161644Z  INFO dora_daemon::log:    tick 5, sending 0xc0fc4e37dc93eadb build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.162747Z  INFO dora_daemon::log:    sink received message: operator received random value 0xc0fc4e37dc93eadb after 1 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.172578Z  INFO dora_daemon::log:    tick 6, sending 0x9282c7c5e025cdc9 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.173800Z  INFO dora_daemon::log:    sink received message: operator received random value 0x9282c7c5e025cdc9 after 1 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.181543Z  INFO dora_daemon::log:    tick 7, sending 0xd98513c2983175a6 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.182792Z  INFO dora_daemon::log:    sink received message: operator received random value 0xd98513c2983175a6 after 1 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.192089Z  INFO dora_daemon::log:    tick 8, sending 0xe2a82ac4be4627a build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.193341Z  INFO dora_daemon::log:    sink received message: operator received random value 0xe2a82ac4be4627a after 1 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.202575Z  INFO dora_daemon::log:    tick 9, sending 0xa09331dd345619aa build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.203545Z  INFO dora_daemon::log:    sink received message: operator received random value 0xa09331dd345619aa after 1 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.212648Z  INFO dora_daemon::log:    tick 10, sending 0x83b16c5a27c625b4 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.213785Z  INFO dora_daemon::log:    sink received message: operator received random value 0x83b16c5a27c625b4 after 2 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.222285Z  INFO dora_daemon::log:    tick 11, sending 0xdc3cb0451ea49585 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.223470Z  INFO dora_daemon::log:    sink received message: operator received random value 0xdc3cb0451ea49585 after 2 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.232587Z  INFO dora_daemon::log:    tick 12, sending 0x8b2b9e272c8149e2 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.233800Z  INFO dora_daemon::log:    sink received message: operator received random value 0x8b2b9e272c8149e2 after 2 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.242639Z  INFO dora_daemon::log:    tick 13, sending 0x72825bc1b4ee3f19 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.243805Z  INFO dora_daemon::log:    sink received message: operator received random value 0x72825bc1b4ee3f19 after 2 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.253207Z  INFO dora_daemon::log:    tick 14, sending 0xf03b8c5477dea56a build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.254226Z  INFO dora_daemon::log:    sink received message: operator received random value 0xf03b8c5477dea56a after 2 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.261632Z  INFO dora_daemon::log:    tick 15, sending 0xc4818f899d08991c build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.262749Z  INFO dora_daemon::log:    sink received message: operator received random value 0xc4818f899d08991c after 2 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.272599Z  INFO dora_daemon::log:    tick 16, sending 0x43659d532a1aaa1a build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.273780Z  INFO dora_daemon::log:    sink received message: operator received random value 0x43659d532a1aaa1a after 2 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.282618Z  INFO dora_daemon::log:    tick 17, sending 0x4bd8279eaae2d206 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.283983Z  INFO dora_daemon::log:    sink received message: operator received random value 0x4bd8279eaae2d206 after 2 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.291700Z  INFO dora_daemon::log:    tick 18, sending 0xfa8f7b7d0591d3af build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.292907Z  INFO dora_daemon::log:    sink received message: operator received random value 0xfa8f7b7d0591d3af after 2 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.303175Z  INFO dora_daemon::log:    tick 19, sending 0xd7259abc47bb1351 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.304210Z  INFO dora_daemon::log:    sink received message: operator received random value 0xd7259abc47bb1351 after 2 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.311652Z  INFO dora_daemon::log:    tick 20, sending 0x1070d49516e48a56 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
2025-08-04T10:43:35.312760Z  INFO dora_daemon::log:    sink received message: operator received random value 0x1070d49516e48a56 after 3 ticks build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-sink")
2025-08-04T10:43:35.321651Z  INFO dora_daemon::log:    tick 21, sending 0x56cd5c82461440a7 build_id=None dataflow_id=Some("019874ad-f64d-7150-a922-d7f45eca8992") node_id=Some("rust-node")
